id,doc
1190,"In Nikolina, a young Swedish husband tells of his comical difficulties with his father-in-law. The song was brought to America by Hjalmar Peterson, a hugely popular entertainer among Swedish-Americans. Peterson's recording was added to the NatRecRegistry today. https:t.coqPFKnlULlv"
1191,"Inaugurations are important political events for the nation, but also important social events in Washington. The Library's collections contain some amazing historic inauguration souvenirs, including programs invitations. This one is a dance card for Lincoln's inaugural ball. https:t.cogRWdKqfF"
1192,"INDEPENDENCE DAY: Check out Thomas Jefferson's rough draft of the Declaration of Independence, complete with deletions, corrections, insertions other edits from members of his committee prior to July . https:t.coJYjKJOtzcU FourthOfJuly IndependenceDay https:t.coPsDQxMM"
1193,"INDEPENDENCE DAY: Check out Thomas Jefferson's rough draft of the Declaration of Independence, complete with deletions, corrections, insertions other edits from members of his committee prior to July . https:t.coJYjKJOtzcU FourthOfJuly IndependenceDay https:t.coehKgaHrhX"
1194,"Ink didnt always come pre-loaded in pens in convenient packages at the store. Until the middle of the th century, you often made your own. See how to make the two most common types of historical inks, how we can tell them apart in our labs why that can be important to know! https:t.cotnYUabsxo"
1195,"Inside the atrium of the Library's Madison building, a national guard officer sings ""Wayfaring Stranger"" to boost morale during long hours guarding the U.S. Capitol. We are honored to provide support to the soldiers thank them for their important service https:t.convmmop"
1196,"Interested in learning conducting research using the resources of the worlds largest library? Apply (by Monday, Nov. ) to be a Junior Fellow! Details: May - July , Open to undergraduate graduate students Full-time Paid"
1197,"Interested in learning conducting research using the resources of the worlds largest library? Apply (by Monday, Nov. ) to be a Junior Fellow! Details: May - July , Open to undergraduate graduate students Full-time Paid"
1198,Interested in seeing more gloveless people handle discuss rare books? Check out the Rare Book and Special Collections Division's "From the Vaults" series! https:t.cozDIIVJlQ https:t.coBmOWuUGewT
1199,"Interesting yet neutral holiday table topic: Trick-or-treating may have actually evolved from an American Thanksgiving tradition. Behold these photos () of ""Thanksgiving maskers,"" who would go door to door begging for handouts. Read more: https:t.coUooGjREjK https:t.convqZmz"
1200,"International Dog Day, you say? What a perfect day to share Dog Days of August, a blog series highlighting dog-related items from the American Folklife Centers archive. Read fascinating stories of America's wild dogs, pet dogs, war dogs working dogs: https:t.coFtCctzYUR https:t.cooZnJeLlFZ"
1201,"Irving Berlin is the songwriter behind some of the most iconic songs in history, including ""White Christmas."" The Library is home to a comprehensive collection of his fascinating life, including this original manuscript of the song. https:t.coYtShVfzIUb https:t.coBlZCGHauNh"
1202,"Is ""Die Hard"" a Christmas movie? We can't settle that argument, but we can tell you that it's on the National Film Registry, along with other films selected for preservation because of their cultural, historical or aesthetic significance. A full list: https:t.coHtkxrrqCnp https:t.coQahRXs"
1203,"Is feeling pretty much the same as ? Dont worry, maybe its time to commit to that new hobby or exercising more. Find some inspiration, or at least a bit of humor, in New Years resolutions from our historical newspaper archives. https:t.coMJwNtfGHa ChronAm https:t.coDJcqNkCrDn"
1204,"Is LionelRichie able to access an alternate universe when he's writing songs? It sure sounds like it, based on this explanation of his process. GershwinPrize His full conversation with the LibnOfCongress: https:t.coZbNwKXMXZ https:t.coBoNCxqaTk"
1205,"Is a polar bear's fur transparent? For more information, click here: https:t.covZddmBSP https:t.coNmyiUUAh"
1206,"Is it still cold where you are? Not to worry- you can still head outside for hockey, skate sailing, even ice boating! Read more about winter sports in our historic newspapers: https:t.cowvuNzKA ChronAm https:t.coRyNjWtCUon"
1207,Is there a recording that you think is deserving of preservation by the National Recording Registry? Learn how to submit your nominations here: https:t.coFcnKbRsT NatRecRegistry https:t.coHRrGfCSEo
1208,"Israel Kamakawiwo'ole created a medley of two classic pop standards that fused reggae, jazz and traditional Hawaiian sounds in his single ""Somewhere Over the Rainbow What A Wonderful World."" The song was added to the NatRecRegistry today. https:t.cokLNVApGHHo"
1209,"""It does bring us, historically speaking, relatively close to the lifetime of the Buddha."" The Gandhara Scroll, one of the oldest Buddhist manuscripts, dates back to the st century B.C. is among the most complicated items ever treated at the Library."
1210,"It doesn't feel like Thanksgiving until we've shared the story of Rebecca the raccoon. In , Mississippi supporters of President Calvin Coolidge sent him a raccoon to kill serve for Thanksgiving dinner. Instead, the first family adopted her. https:t.coHuuxXxsmM https:t.coLtNxbJsa"
1211,"It is Da de Muertos, or the Day of the Dead. Traditionally celebrated in Latin America (especially Mexico) on the first two days of November, the holiday is for honoring remembering deceased loved ones. Heres a peek into how the Library's Hispanic Reading Room celebrates. https:t.coLFkTRYpxhT"
1212,"It is said to be the birthday of American athlete and Olympic gold medalist Jim Thorpe, likely born on this date in . Learn more about his life and career in our historical newspaper archives. ChronAm otd https:t.coQNuYJvEfhf https:t.coHsvfWdP"
1213,"It is suffragist Susan B. Anthony's birthday. Her papers    including correspondence, diaries, scrapbooks and speeches    are held at the Library."
1214,"It may be more years until StarTrek FirstContactDay but our collections contain a rich history of human interest in space travel, UFOs extraterrestrial communication. There's lots to see in this , from a th century moon mission to a current LibraryNASA team-up! https:t.conoDRS"
1215,"It may be the shortest month, but February will be packed with fun for all at the Library. There's a Valentine-themed Family Day on Feb. Live! at the Library every Thursday. Live! at the Library: https:t.coZjxOExfB Family Day: https:t.coeGoDMuMeu https:t.corCxySvTVT"
1216,It seems many of you may be interested in knowing that there's a giant Brnnhilde on display right now in the Library's "Not An Ostrich" photography exhibition: https:t.coIVhNl Plan your visit: https:t.covVmdfThhjw
1217,"It still blooms beautifully despite needing some support. This is what it looks like today, with a few more ""crutches"" added since the last time it flowered. The Librarys trees were transplanted here in as the result of thinning the Tidal Basin grove. https:t.coeNJhAqhT"
1218,"It truly takes a village of authors, moderators, Library staff, contractors, volunteers other ambassadors to bring the National Book Festival to fruition. Among the most important of these are our devoted generous sponsors. Thank you! NatBookFest"
1219,It was a memorable and exciting year at the Library! We hope you'll join us for more fun and learning in . https:t.corFcxtPN https:t.cowydHHuVG
1220,"It's ""RENT"" creator Jonathan Larson's birthday we're sharing a look at the Library's collection of his papers. It even includes the sheet where he noted there are , minutes in a year. https:t.coryojAmmW This was recorded for the th anniversary of ""RENT"" in . https:t.cowvHFnKiHU"
1221,"It's HispanicHeritageMonth! If you've never visited the Library's Hispanic Reading Room, you may not know about the four beautiful murals by Brazilian artist Cndido Portinari that welcome you into the space. They were completed in . Read more: https:t.coyZXYXhAWe https:t.coZCQYAnSeh"
1222,"It's LibraryShelfie Day! Here are some Library employees showing off their favorite parts of the collections they work with! First up, Geography Map Division Reference Librarian Carissa Pastuch with a map of Bigfoot sightings in Northern California! https:t.coXCrFgnWHt"
1223,"It's LibraryShelfieDay there are so many shelves to love at the Library of Congress. From our permanent, public exhibition of Thomas Jefferson's book collection to our historical newspaper stacks our stunning rare books. These photos barely scratch the surface! https:t.cokmwtYulDr"
